0;0.02
0.1;0.02
0.2;0.0199998
0.3;0.0199996
0.4;0.0199988
0.5;0.0199974
0.6;0.019995
0.7;0.0199914
0.8;0.0199862
0.9;0.019979
1;0.0199698
1.1;0.019958
1.2;0.0199436
1.3;0.0199264
1.4;0.019906
1.5;0.0198826
1.6;0.0198558
1.7;0.0198254
1.8;0.0197916
1.9;0.0197542
2;0.019713
2.1;0.0196684
2.2;0.0196202
2.3;0.0195682
2.4;0.019513
2.5;0.0194542
2.6;0.0193922
2.7;0.0193272
2.8;0.019259
2.9;0.019188
3;0.0191144
3.1;0.0190382
3.2;0.01896
3.3;0.0188796
3.4;0.0187976
3.5;0.0187142
3.6;0.0186294
3.7;0.0185438
3.8;0.0184576
3.9;0.018371
4;0.0182842
4.1;0.0181978
4.2;0.018112
4.3;0.018027
4.4;0.0179432
4.5;0.0178608
4.6;0.0177802
4.7;0.0177016
4.8;0.0176254
4.9;0.0175518
5;0.017481
5.1;0.0174134
5.2;0.0173492
5.3;0.0172882
5.4;0.0172308
5.5;0.0171766
5.6;0.0171258
5.7;0.017078
5.8;0.0170332
5.9;0.0169912
6;0.0169518
6.1;0.016915
6.2;0.0168804
6.3;0.016848
6.4;0.0168176
6.5;0.0167894
6.6;0.0167628
6.7;0.0167378
6.8;0.0167144
6.9;0.0166926
7;0.0166722
7.1;0.016653
7.2;0.0166352
7.3;0.0166184
7.4;0.0166028
7.5;0.016588
7.6;0.0165742
7.7;0.0165614
7.8;0.0165494
7.9;0.0165382
8;0.0165276
8.1;0.0165178
8.2;0.0165086
8.3;0.0165
8.4;0.0164918
8.5;0.0164844
8.6;0.0164774
8.7;0.0164708
8.8;0.0164646
8.9;0.016459
9;0.0164536
9.1;0.0164486
9.2;0.016444
9.3;0.0164396
9.4;0.0164356
9.5;0.016432
9.6;0.0164284
9.7;0.0164252
9.8;0.0164222
9.9;0.0164194
10;0.016417
11;0.0164046
12;0.0164014
13;0.0164046
14;0.0164124
15;0.0164242
16;0.0164392
17;0.016457
18;0.0164772
19;0.0164996
20;0.0165238
21;0.0165498
22;0.0165774
23;0.0166064
24;0.0166364
25;0.0166674
26;0.0166994
27;0.0167322
28;0.0167654
29;0.0167994
30;0.0168336
31;0.0168682
32;0.0169032
33;0.0169382
34;0.0169734
35;0.0170086
36;0.017044
37;0.0170792
38;0.0171142
39;0.0171492
40;0.0171842
41;0.0172188
42;0.0172532
43;0.0172874
44;0.0173214
45;0.0173552
46;0.0173886
47;0.0174218
48;0.0174546
49;0.0174872
50;0.0175194
51;0.0175514
52;0.0175828
53;0.0176142
54;0.017645
55;0.0176756
56;0.0177058
57;0.0177356
58;0.0177652
59;0.0177944
60;0.0178232
61;0.0178516
62;0.0178798
63;0.0179076
64;0.017935
65;0.0179622
66;0.017989
67;0.0180154
68;0.0180416
69;0.0180674
70;0.018093
71;0.0181182
72;0.018143
73;0.0181674
74;0.0181918
75;0.0182156
76;0.0182392
77;0.0182626
78;0.0182856
79;0.0183082
80;0.0183308
81;0.0183528
82;0.0183748
83;0.0183962
84;0.0184176
85;0.0184386
86;0.0184594
87;0.0184798
88;0.0185
89;0.01852
90;0.0185396
91;0.018559
92;0.0185782
93;0.0185972
94;0.0186158
95;0.0186342
96;0.0186524
97;0.0186704
98;0.0186882
99;0.0187056
100;0.0187228
101;0.01874
102;0.0187568
103;0.0187734
104;0.0187896
105;0.0188058
106;0.0188218
107;0.0188374
108;0.018853
109;0.0188684
110;0.0188834
111;0.0188984
112;0.0189132
113;0.0189276
114;0.018942
115;0.0189562
116;0.01897
117;0.0189838
118;0.0189974
119;0.0190108
120;0.0190242
121;0.0190372
122;0.01905
123;0.0190628
124;0.0190754
125;0.0190878
126;0.0191
127;0.019112
128;0.0191238
129;0.0191356
130;0.0191472